Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 six.py:459(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:477(Module_six_moves_urllib)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        3    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
        3    0.000    0.000    0.000    0.000 six.py:864(add_metaclass)
        3    0.000    0.000    0.000    0.000 six.py:866(wrapper)
      135    0.000    0.000    0.000    0.000 six.py:88(__init__)
        3    0.000    0.000    0.000    0.000 six.py:91(__get__)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sorting.py:288(_KeyMapper)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1030(PandasSQL)
        1    0.000    0.000    0.000    0.000 sql.py:1048(SQLDatabase)
        1    0.000    0.000    0.000    0.000 sql.py:1421(SQLiteTable)
        1    0.000    0.000    0.000    0.000 sql.py:1553(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 sql.py:25(SQLAlchemyRequired)
        1    0.000    0.000    0.000    0.000 sql.py:29(DatabaseError)
        1    0.000    0.000    0.000    0.000 sql.py:586(SQLTable)
        1    0.000    0.000    0.005    0.005 sre_compile.py:11(<module>)
      148    0.001    0.000    0.001    0.000 sre_compile.py:249(_compile_charset)
      148    0.003    0.000    0.004    0.000 sre_compile.py:276(_optimize_charset)
       27    0.000    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
       27    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
        1    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      141    0.000    0.000    0.001    0.000 sre_compile.py:423(_simple)
        5    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
      122    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
    75/52    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
       47    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
       58    0.001    0.000    0.003    0.000 sre_compile.py:536(_compile_info)
      114    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       58    0.001    0.000    0.015    0.000 sre_compile.py:598(_code)
        1    0.000    0.000    0.000    0.000 sre_compile.py:62(<dictcomp>)
       69    0.000    0.000    0.000    0.000 sre_compile.py:62(<genexpr>)
      122    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
   323/58    0.004    0.000    0.011    0.000 sre_compile.py:71(_compile)
       58    0.001    0.000    0.041    0.001 sre_compile.py:759(compile)
        1    0.000    0.000    0.000    0.000 sre_constants.py:12(<module>)
        1    0.000    0.000    0.000    0.000 sre_constants.py:23(error)
        1    0.000    0.000    0.000    0.000 sre_constants.py:56(_NamedIntConstant)
       74    0.000    0.000    0.000    0.000 sre_constants.py:57(__new__)
        3    0.000    0.000    0.000    0.000 sre_constants.py:67(_makecodes)
        3    0.000    0.000    0.000    0.000 sre_constants.py:69(<listcomp>)
        3    0.000    0.000    0.000    0.000 sre_constants.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 sre_parse.py:109(SubPattern)
        1    0.000    0.000    0.002    0.002 sre_parse.py:11(<module>)
      345    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
      691    0.000    0.000    0.001    0.000 sre_parse.py:160(__len__)
     2044    0.002    0.000    0.003    0.000 sre_parse.py:164(__getitem__)
      149    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
      614    0.000    0.000    0.001    0.000 sre_parse.py:172(append)
  386/136    0.002    0.000    0.002    0.000 sre_parse.py:174(getwidth)
        1    0.000    0.000    0.000    0.000 sre_parse.py:223(Tokenizer)
       60    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
     2658    0.003    0.000    0.003    0.000 sre_parse.py:233(__next)
      936    0.001    0.000    0.001    0.000 sre_parse.py:249(match)
     2205    0.002    0.000    0.004    0.000 sre_parse.py:254(get)
        4    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
       19    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
      508    0.000    0.000    0.001    0.000 sre_parse.py:286(tell)
        1    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
      102    0.000    0.000    0.002    0.000 sre_parse.py:295(_class_escape)
       94    0.000    0.000    0.000    0.000 sre_parse.py:355(_escape)
       98    0.000    0.000    0.001    0.000 sre_parse.py:432(_uniq)
   162/58    0.002    0.000    0.024    0.000 sre_parse.py:435(_parse_sub)
   186/61    0.008    0.000    0.023    0.000 sre_parse.py:493(_parse)
        1    0.000    0.000    0.000    0.000 sre_parse.py:71(Verbose)
        1    0.000    0.000    0.000    0.000 sre_parse.py:74(State)
       58    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      268    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
       74    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        7    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
       58    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
       58    0.001    0.000    0.025    0.000 sre_parse.py:937(parse)
       74    0.000    0.000    0.001    0.000 sre_parse.py:96(closegroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:969(parse_template)
        1    0.000    0.000    0.000    0.000 sre_parse.py:978(addgroup)
        1    0.000    0.000    0.002    0.002 stata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:1004(StataReader)
        1    0.000    0.000    0.000    0.000 stata.py:1993(StataWriter)
        1    0.000    0.000    0.000    0.000 stata.py:2638(StataStrLWriter)
        1    0.000    0.000    0.000    0.000 stata.py:2815(StataWriter117)
        1    0.000    0.000    0.000    0.000 stata.py:3179(StataWriterUTF8)
        1    0.000    0.000    0.000    0.000 stata.py:473(PossiblePrecisionLoss)
        1    0.000    0.000    0.000    0.000 stata.py:483(ValueLabelTypeMismatch)
        1    0.000    0.000    0.000    0.000 stata.py:494(InvalidColumnName)
        1    0.000    0.000    0.000    0.000 stata.py:598(StataValueLabel)
        1    0.000    0.000    0.000    0.000 stata.py:715(StataMissingValue)
        1    0.000    0.000    0.000    0.000 stata.py:840(StataParser)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:16(DummyArray)
        1    0.000    0.000    0.002    0.002 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:161(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:57(_TemplateMetaclass)
        1    0.000    0.000    0.002    0.002 string.py:67(__init__)
        1    0.000    0.000    0.000    0.000 string.py:80(Template)
        1    0.000    0.000    0.000    0.000 string_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string_.py:22(StringDtype)
       10    0.000    0.000    0.000    0.000 string_.py:271(_create_arithmetic_method)
        1    0.000    0.000    0.000    0.000 string_.py:311(_add_arithmetic_ops)
        1    0.000    0.000    0.000    0.000 string_.py:86(StringArray)
        1    0.000    0.000    0.004    0.004 strings.py:1(<module>)
       58    0.000    0.000    0.000    0.000 strings.py:1894(forbid_nonstring_types)
       58    0.000    0.000    0.001    0.000 strings.py:1943(_forbid_nonstring_types)
       16    0.000    0.000    0.000    0.000 strings.py:1962(_noarg_wrapper)
        4    0.000    0.000    0.000    0.000 strings.py:1984(_pat_wrapper)
       16    0.000    0.000    0.000    0.000 strings.py:2017(copy)
       16    0.000    0.000    0.000    0.000 strings.py:2020(do_copy)
        1    0.001    0.001    0.004    0.004 strings.py:2028(StringMethods)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        1    0.000    0.000    0.005    0.005 subprocess.py:10(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:136(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:165(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 subprocess.py:188(Handle)
        1    0.000    0.000    0.000    0.000 subprocess.py:415(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:634(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 subprocess.py:684(Popen)
        1    0.000    0.000    0.000    0.000 subprocess.py:96(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:99(CalledProcessError)
        1    0.055    0.055    8.860    8.860 task2.py:1(main)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:123(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:407(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:450(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:623(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:768(TemporaryDirectory)
        1    0.000    0.000    0.007    0.007 testing.py:1(<module>)
        1    0.000    0.000    0.008    0.008 textwrap.py:1(<module>)
        2    0.000    0.000    0.000    0.000 textwrap.py:115(__init__)
        2    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        2    0.000    0.000    0.000    0.000 textwrap.py:160(_split)
        1    0.000    0.000    0.007    0.007 textwrap.py:17(TextWrapper)
        2    0.000    0.000    0.000    0.000 textwrap.py:179(<listcomp>)
        2    0.000    0.000    0.000    0.000 textwrap.py:233(_wrap_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:336(_split_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:342(wrap)
        2    0.000    0.000    0.000    0.000 textwrap.py:356(fill)
        2    0.000    0.000    0.000    0.000 textwrap.py:381(fill)
      507    0.008    0.000    0.071    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1095(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1177(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1230(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1260(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1262(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1281(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:210(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:222(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:246(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:249(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:261(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:341(notify)
        1    0.000    0.000    0.000    0.000 threading.py:364(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:376(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:456(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:494(Event)
        1    0.000    0.000    0.000    0.000 threading.py:505(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:519(set)
        1    0.000    0.000    0.000    0.000 threading.py:573(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:727(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:750(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:81(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:900(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:94(_RLock)
        1    0.000    0.000    0.000    0.000 tile.py:1(<module>)
        3    0.000    0.000    0.001    0.000 timedeltas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timedeltas.py:37(TimedeltaDelegateMixin)
        1    0.000    0.000    0.000    0.000 timedeltas.py:49(TimedeltaIndex)
        4    0.000    0.000    0.000    0.000 timedeltas.py:53(_field_accessor)
        1    0.000    0.000    0.000    0.000 timedeltas.py:69(TimedeltaArray)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.003    0.003 tokenize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:157(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:159(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:162(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(TokenInfo)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:59(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:60(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
        1    0.000    0.000    0.002    0.002 twodim_base.py:1(<module>)
        1    0.000    0.000    0.004    0.004 type_check.py:1(<module>)
        2    0.000    0.000    0.000    0.000 types.py:161(__init__)
       78    0.000    0.000    0.000    0.000 types.py:171(__get__)
        1    0.000    0.000    0.003    0.003 typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1003(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1023(Protocol)
        7    0.000    0.000    0.000    0.000 typing.py:1057(__init_subclass__)
       14    0.000    0.000    0.000    0.000 typing.py:1062(<genexpr>)
        7    0.000    0.000    0.000    0.000 typing.py:1121(runtime_checkable)
       10    0.000    0.000    0.000    0.000 typing.py:1146(cast)
      695    0.003    0.000    0.007    0.000 typing.py:120(_type_check)
        1    0.000    0.000    0.000    0.000 typing.py:1308(no_type_check)
        2    0.000    0.000    0.000    0.000 typing.py:1359(overload)
       38    0.000    0.000    0.001    0.000 typing.py:1432(_alias)
        1    0.000    0.000    0.000    0.000 typing.py:1518(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing.py:1528(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1538(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1548(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1558(SupportsIndex)
        1    0.000    0.000    0.000    0.000 typing.py:1568(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing.py:1578(SupportsRound)
        1    0.000    0.000    0.000    0.000 typing.py:1610(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1612(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1641(NamedTuple)
      366    0.001    0.000    0.002    0.000 typing.py:172(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 typing.py:1731(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1732(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1746(<dictcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1757(TypedDict)
        1    0.000    0.000    0.000    0.000 typing.py:1822(IO)
      147    0.000    0.000    0.000    0.000 typing.py:183(<listcomp>)
  107/101    0.001    0.000    0.005    0.000 typing.py:187(_subs_tvars)
        1    0.000    0.000    0.000    0.000 typing.py:1920(BinaryIO)
        1    0.000    0.000    0.000    0.000 typing.py:1934(TextIO)
        1    0.000    0.000    0.000    0.000 typing.py:1969(io)
        1    0.000    0.000    0.000    0.000 typing.py:1984(re)
      104    0.000    0.000    0.000    0.000 typing.py:206(_check_generic)
      174    0.001    0.000    0.002    0.000 typing.py:219(_remove_dups_flatten)
        4    0.000    0.000    0.000    0.000 typing.py:248(_tp_cache)
 1069/994    0.002    0.000    0.042    0.000 typing.py:255(inner)
        1    0.000    0.000    0.000    0.000 typing.py:281(_Final)
        5    0.000    0.000    0.000    0.000 typing.py:286(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:290(_Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:300(_SpecialForm)
        7    0.000    0.000    0.000    0.000 typing.py:307(__new__)
        7    0.000    0.000    0.000    0.000 typing.py:320(__init__)
      732    0.001    0.000    0.001    0.000 typing.py:324(__eq__)
     1056    0.001    0.000    0.001    0.000 typing.py:329(__hash__)
  247/174    0.012    0.000    0.026    0.000 typing.py:347(__getitem__)
      563    0.000    0.000    0.004    0.000 typing.py:358(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:489(ForwardRef)
       45    0.000    0.000    0.002    0.000 typing.py:496(__init__)
       10    0.000    0.000    0.000    0.000 typing.py:524(__eq__)
      113    0.000    0.000    0.000    0.000 typing.py:532(__hash__)
        1    0.000    0.000    0.000    0.000 typing.py:539(TypeVar)
       19    0.000    0.000    0.000    0.000 typing.py:586(__init__)
       32    0.000    0.000    0.000    0.000 typing.py:598(<genexpr>)
     2704    0.002    0.000    0.004    0.000 typing.py:643(_is_dunder)
        1    0.000    0.000    0.000    0.000 typing.py:647(_GenericAlias)
      360    0.003    0.000    0.014    0.000 typing.py:656(__init__)
     1071    0.000    0.000    0.000    0.000 typing.py:666(<genexpr>)
      101    0.001    0.000    0.007    0.000 typing.py:674(__getitem__)
      233    0.000    0.000    0.002    0.000 typing.py:682(<genexpr>)
      141    0.000    0.000    0.006    0.000 typing.py:686(copy_with)
      485    0.000    0.000    0.000    0.000 typing.py:708(__eq__)
 1289/884    0.002    0.000    0.003    0.000 typing.py:717(__hash__)
        6    0.000    0.000    0.000    0.000 typing.py:733(__mro_entries__)
        1    0.000    0.000    0.000    0.000 typing.py:739(<genexpr>)
     2704    0.004    0.000    0.009    0.000 typing.py:759(__setattr__)
        6    0.000    0.000    0.000    0.000 typing.py:765(__instancecheck__)
        6    0.000    0.000    0.000    0.000 typing.py:768(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 typing.py:795(_VariadicGenericAlias)
       87    0.000    0.000    0.004    0.000 typing.py:799(__getitem__)
       40    0.000    0.000    0.003    0.000 typing.py:815(__getitem_inner__)
       79    0.000    0.000    0.001    0.000 typing.py:827(<genexpr>)
       20    0.000    0.000    0.000    0.000 typing.py:836(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:842(Generic)
        5    0.000    0.000    0.000    0.000 typing.py:875(__class_getitem__)
       10    0.000    0.000    0.000    0.000 typing.py:883(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:886(<genexpr>)
       12    0.000    0.000    0.000    0.000 typing.py:897(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:933(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 typing.py:940(_TypingEllipsis)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.029    0.029 tz.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 tzfile.py:13(_byte_string)
        1    0.000    0.000    0.000    0.000 tzfile.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:156(DstTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:18(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 tzinfo.py:66(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:76(StaticTzInfo)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:18(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:43(_fix_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:60(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
        1    0.000    0.000    0.000    0.000 utils.py:147(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:53(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:58(_Deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:70(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:75(__call__)
        1    0.000    0.000    0.002    0.002 version.py:10(<module>)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
       11    0.000    0.000    0.000    0.000 version.py:302(__init__)
       11    0.000    0.000    0.000    0.000 version.py:307(parse)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
       11    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
        1    0.000    0.000    0.000    0.000 version.py:323(__str__)
        9    0.000    0.000    0.000    0.000 version.py:331(_cmp)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        8    0.000    0.000    0.000    0.000 version.py:51(__lt__)
        1    0.000    0.000    0.000    0.000 version.py:69(__ge__)
        1    0.000    0.000    0.001    0.001 version.py:93(StrictVersion)
        3    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        4    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 warnings.py:441(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:462(__enter__)
        1    0.000    0.000    0.000    0.000 warnings.py:481(__exit__)
        1    0.000    0.000    0.001    0.001 weakref.py:1(<module>)
        3    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        3    0.000    0.000    0.000    0.000 weakref.py:284(update)
        1    0.000    0.000    0.000    0.000 weakref.py:311(KeyedRef)
        1    0.000    0.000    0.000    0.000 weakref.py:332(WeakKeyDictionary)
        1    0.000    0.000    0.000    0.000 weakref.py:36(WeakMethod)
        1    0.000    0.000    0.000    0.000 weakref.py:489(finalize)
        1    0.000    0.000    0.000    0.000 weakref.py:514(_Info)
        1    0.000    0.000    0.000    0.000 weakref.py:90(WeakValueDictionary)
        1    0.000    0.000    0.000    0.000 win.py:125(tzwinbase)
        1    0.000    0.000    0.003    0.003 win.py:2(<module>)
        1    0.000    0.000    0.000    0.000 win.py:202(tzwin)
        1    0.000    0.000    0.000    0.000 win.py:259(tzwinlocal)
        1    0.000    0.000    0.000    0.000 win.py:34(_settzkeyname)
        1    0.000    0.000    0.000    0.000 win.py:48(tzres)
        1    0.000    0.000    0.000    0.000 wintypes.py:104(_SMALL_RECT)
        1    0.000    0.000    0.000    0.000 wintypes.py:111(_COORD)
        1    0.000    0.000    0.000    0.000 wintypes.py:115(POINT)
        1    0.000    0.000    0.000    0.000 wintypes.py:120(SIZE)
        1    0.000    0.000    0.000    0.000 wintypes.py:128(FILETIME)
        1    0.000    0.000    0.000    0.000 wintypes.py:133(MSG)
        1    0.000    0.000    0.000    0.000 wintypes.py:143(WIN32_FIND_DATAA)
        1    0.000    0.000    0.000    0.000 wintypes.py:155(WIN32_FIND_DATAW)
        1    0.000    0.000    0.001    0.001 wintypes.py:2(<module>)
        1    0.000    0.000    0.000    0.000 wintypes.py:20(VARIANT_BOOL)
        1    0.000    0.000    0.000    0.000 wintypes.py:97(RECT)
        1    0.000    0.000    0.001    0.001 zipfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1112(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1190(ZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1952(PyZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:2185(Path)
        1    0.000    0.000    0.000    0.000 zipfile.py:316(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:41(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:45(LargeZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:611(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:634(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:735(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:773(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:793(ZipExtFile)
     1143    0.003    0.000    0.003    0.000 {built-in method __new__ of type object at 0x672AA7D0}
       57    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
      723    0.001    0.000    0.002    0.000 {built-in method _abc._abc_instancecheck}
       17    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
   286/57    0.001    0.000    0.002    0.000 {built-in method _abc._abc_subclasscheck}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
        2    0.029    0.014    0.029    0.014 {built-in method _ctypes.LoadLibrary}
       36    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       36    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        2    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
      353    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
     2875    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
       22    0.002    0.000    0.002    0.000 {built-in method _imp.create_builtin}
       60    0.215    0.004    0.227    0.004 {built-in method _imp.create_dynamic}
       22    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
    60/37    0.052    0.001    0.272    0.007 {built-in method _imp.exec_dynamic}
      104    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      429    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     2875    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
       58    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       94    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       73    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       24    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
      108    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
      112    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
      917    0.005    0.000    0.005    0.000 {built-in method _thread.allocate_lock}
     2214    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
