Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      118    0.000    0.000    0.000    0.000 base.py:592(_reset_identity)
        3    0.000    0.000    0.000    0.000 base.py:599(_cleanup)
       30    0.001    0.000    0.001    0.000 base.py:602(_engine)
       27    0.000    0.000    0.000    0.000 base.py:609(<lambda>)
      408    0.000    0.000    0.001    0.000 base.py:615(__len__)
        3    0.000    0.000    0.000    0.000 base.py:621(__array__)
       34    0.000    0.000    0.000    0.000 base.py:626(ndim)
       33    0.000    0.000    0.000    0.000 base.py:638(dtype)
        6    0.000    0.000    0.000    0.000 base.py:660(view)
    45861    0.046    0.000    0.171    0.000 base.py:666(size)
        3    0.000    0.000    0.000    0.000 base.py:744(take)
       15    0.000    0.000    0.036    0.002 base.py:766(_assert_take_fillable)
       15    0.000    0.000    0.000    0.000 base.py:853(_ndarray_values)
        3    0.000    0.000    0.000    0.000 base.py:870(empty)
        1    0.000    0.000    0.000    0.000 base.py:88(NoNewAttributesMixin)
        6    0.000    0.000    0.064    0.011 base.py:993(to_native_types)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.011    0.011 blocks.py:1(<module>)
      135    0.001    0.000    0.003    0.000 blocks.py:118(__init__)
       18    0.000    0.000    0.164    0.009 blocks.py:1277(take_nd)
      135    0.000    0.000    0.000    0.000 blocks.py:129(_check_ndim)
        1    0.000    0.000    0.000    0.000 blocks.py:1596(NonConsolidatableMixIn)
        1    0.000    0.000    0.000    0.000 blocks.py:1718(ExtensionBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2006(ObjectValuesExtensionBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2018(NumericBlock)
       15    0.000    0.000    0.000    0.000 blocks.py:202(external_values)
        1    0.000    0.000    0.000    0.000 blocks.py:2024(FloatOrComplexBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2034(FloatBlock)
        3    0.000    0.000    0.118    0.039 blocks.py:2051(to_native_types)
        1    0.000    0.000    0.000    0.000 blocks.py:2098(ComplexBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2114(IntBlock)
    45919    0.014    0.000    0.014    0.000 blocks.py:213(internal_values)
        1    0.000    0.000    0.000    0.000 blocks.py:2133(DatetimeLikeBlockMixin)
        3    0.000    0.000    0.000    0.000 blocks.py:2154(iget)
        1    0.000    0.000    0.000    0.000 blocks.py:2171(DatetimeBlock)
       12    0.000    0.000    0.000    0.000 blocks.py:2175(__init__)
       12    0.000    0.000    0.000    0.000 blocks.py:2183(_maybe_coerce_values)
        6    0.000    0.000    0.000    0.000 blocks.py:219(array_values)
        3    0.000    0.000    0.000    0.000 blocks.py:225(get_values)
        1    0.000    0.000    0.000    0.000 blocks.py:2299(DatetimeTZBlock)
        6    0.000    0.000    0.000    0.000 blocks.py:240(to_dense)
       18    0.000    0.000    0.000    0.000 blocks.py:243(fill_value)
      309    0.000    0.000    0.000    0.000 blocks.py:247(mgr_locs)
        1    0.000    0.000    0.000    0.000 blocks.py:2481(TimeDeltaBlock)
    45994    0.070    0.000    0.085    0.000 blocks.py:251(mgr_locs)
        1    0.000    0.000    0.000    0.000 blocks.py:2559(BoolBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2592(ObjectBlock)
       30    0.000    0.000    0.001    0.000 blocks.py:2597(__init__)
        3    0.000    0.000    0.000    0.000 blocks.py:2661(should_store)
       76    0.000    0.000    0.002    0.000 blocks.py:275(make_block_same_class)
        1    0.000    0.000    0.000    0.000 blocks.py:2893(CategoricalBlock)
      102    0.001    0.000    0.006    0.000 blocks.py:2987(get_block_type)
        3    0.000    0.000    0.000    0.000 blocks.py:300(__len__)
      135    0.001    0.000    0.008    0.000 blocks.py:3033(make_block)
       29    0.000    0.000    0.000    0.000 blocks.py:3059(_extend_blocks)
       12    0.000    0.000    0.000    0.000 blocks.py:311(_slice)
        6    0.000    0.000    0.000    0.000 blocks.py:315(getitem_block)
       39    0.000    0.000    0.000    0.000 blocks.py:335(shape)
      238    0.000    0.000    0.000    0.000 blocks.py:339(dtype)
       63    0.001    0.000    0.002    0.000 blocks.py:343(ftype)
       23    0.000    0.000    0.000    0.000 blocks.py:365(iget)
        3    0.000    0.000    0.014    0.005 blocks.py:378(delete)
       17    0.000    0.000    0.001    0.000 blocks.py:650(convert)
        3    0.000    0.000    0.002    0.001 blocks.py:673(to_native_types)
       29    0.000    0.000    0.062    0.002 blocks.py:694(copy)
        1    0.000    0.000    0.000    0.000 blocks.py:91(Block)
        1    0.000    0.000    0.009    0.009 boolean.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boolean.py:198(BooleanArray)
        1    0.000    0.000    0.000    0.000 boolean.py:37(BooleanDtype)
        6    0.000    0.000    0.000    0.000 boolean.py:587(_create_logical_method)
        6    0.000    0.000    0.000    0.000 boolean.py:633(_create_comparison_method)
       16    0.000    0.000    0.000    0.000 boolean.py:741(_create_arithmetic_method)
        1    0.000    0.000    0.005    0.005 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:30(BZ2File)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:160(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:53(<lambda>)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
       26    0.000    0.000    0.000    0.000 calendar.py:58(__getitem__)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
       14    0.000    0.000    0.000    0.000 calendar.py:77(__getitem__)
        1    0.000    0.000    0.002    0.002 cast.py:1(<module>)
       14    0.000    0.000    0.002    0.000 cast.py:100(maybe_downcast_to_dtype)
       52    0.000    0.000    0.001    0.000 cast.py:1088(maybe_castable)
       32    0.000    0.000    0.001    0.000 cast.py:1102(maybe_infer_to_datetimelike)
       41    0.000    0.000    0.002    0.000 cast.py:1209(maybe_cast_to_datetime)
       38    0.000    0.000    0.001    0.000 cast.py:1458(construct_1d_object_array_from_listlike)
       32    0.000    0.000    0.000    0.000 cast.py:1483(construct_1d_ndarray_preserving_na)
       14    0.000    0.000    0.002    0.000 cast.py:167(maybe_downcast_numeric)
       18    0.000    0.000    0.001    0.000 cast.py:347(maybe_promote)
       18    0.000    0.000    0.000    0.000 cast.py:503(_ensure_dtype_type)
        2    0.000    0.000    0.017    0.009 categorical.py:1(<module>)
        1    0.000    0.000    0.001    0.001 categorical.py:209(Categorical)
        1    0.000    0.000    0.000    0.000 categorical.py:2486(CategoricalAccessor)
        6    0.000    0.000    0.000    0.000 categorical.py:65(_cat_compare_op)
        1    0.000    0.000    0.004    0.004 category.py:1(<module>)
        1    0.000    0.000    0.001    0.001 category.py:38(CategoricalIndex)
        1    0.000    0.000    0.000    0.000 chainmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chainmap.py:7(DeepChainMap)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1966(Chebyshev)
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
        3    0.000    0.000    0.000    0.000 codecs.py:186(__init__)
        6    0.000    0.000    0.011    0.002 common.py:1(<module>)
       20    0.000    0.000    0.000    0.000 common.py:1027(is_datetime64_ns_dtype)
       98    0.000    0.000    0.000    0.000 common.py:11(unpack_zerodim_and_defer)
       47    0.000    0.000    0.000    0.000 common.py:1108(is_datetime_or_timedelta_dtype)
        6    0.000    0.000    0.000    0.000 common.py:120(is_s3_url)
        6    0.000    0.000    0.000    0.000 common.py:127(is_gcs_url)
       27    0.000    0.000    0.001    0.000 common.py:1282(needs_i8_conversion)
       28    0.000    0.000    0.000    0.000 common.py:1326(is_numeric_dtype)
        6    0.000    0.000    0.000    0.000 common.py:1369(is_string_like_dtype)
        6    0.000    0.000    0.000    0.000 common.py:1398(<lambda>)
        5    0.000    0.000    0.000    0.000 common.py:140(ensure_int_or_float)
      373    0.001    0.000    0.002    0.000 common.py:1401(is_float_dtype)
      208    0.001    0.000    0.003    0.000 common.py:1435(is_bool_dtype)
        6    0.000    0.000    0.001    0.000 common.py:144(get_filepath_or_buffer)
       83    0.000    0.000    0.000    0.000 common.py:151(cast_scalar_indexer)
     1217    0.003    0.000    0.007    0.000 common.py:1565(is_extension_array_dtype)
        6    0.000    0.000    0.000    0.000 common.py:1614(is_complex_dtype)
      110    0.000    0.000    0.001    0.000 common.py:1647(_is_dtype)
      710    0.001    0.000    0.003    0.000 common.py:1672(_get_dtype)
     1958    0.004    0.000    0.008    0.000 common.py:1708(_is_dtype_type)
        6    0.000    0.000    0.000    0.000 common.py:179(ensure_python_int)
        3    0.000    0.000    0.000    0.000 common.py:183(all_none)
      892    0.002    0.000    0.005    0.000 common.py:1844(pandas_dtype)
        6    0.000    0.000    0.000    0.000 common.py:187(<genexpr>)
        3    0.000    0.000    0.000    0.000 common.py:204(count_not_none)
     1318    0.001    0.000    0.001    0.000 common.py:206(classes)
       15    0.000    0.000    0.000    0.000 common.py:208(<genexpr>)
     1318    0.001    0.000    0.001    0.000 common.py:208(<lambda>)
      640    0.001    0.000    0.001    0.000 common.py:211(classes_and_not_datetimelike)
      640    0.001    0.000    0.001    0.000 common.py:216(<lambda>)
      108    0.001    0.000    0.002    0.000 common.py:219(asarray_tuplesafe)
      308    0.001    0.000    0.002    0.000 common.py:222(is_object_dtype)
        6    0.000    0.000    0.000    0.000 common.py:226(get_compression_method)
       98    0.000    0.000    0.001    0.000 common.py:24(wrapper)
      113    0.000    0.000    0.001    0.000 common.py:252(is_sparse)
        9    0.000    0.000    0.000    0.000 common.py:259(infer_compression)
       23    0.000    0.000    0.000    0.000 common.py:275(maybe_iterable_to_list)
        1    0.000    0.000    0.000    0.000 common.py:29(NameResolutionError)
        3    0.000    0.000    0.000    0.000 common.py:30(_dispatch)
       98    0.000    0.000    0.001    0.000 common.py:30(_unpack_zerodim_and_defer)
        1    0.000    0.000    0.000    0.000 common.py:31(SettingWithCopyError)
        3    0.000    0.000    0.106    0.035 common.py:314(get_handle)
       35    0.000    0.000    0.000    0.000 common.py:330(apply_if_callable)
      102    0.000    0.000    0.001    0.000 common.py:339(is_categorical)
        1    0.000    0.000    0.000    0.000 common.py:35(SettingWithCopyWarning)
      283    0.001    0.000    0.003    0.000 common.py:372(is_datetime64_dtype)
        6    0.000    0.000    0.000    0.000 common.py:40(is_url)
      440    0.000    0.000    0.003    0.000 common.py:403(is_datetime64tz_dtype)
      301    0.001    0.000    0.002    0.000 common.py:441(is_timedelta64_dtype)
        1    0.000    0.000    0.000    0.000 common.py:46(WindowGroupByMixin)
        1    0.000    0.000    0.000    0.000 common.py:461(_BytesZipFile)
      456    0.001    0.000    0.004    0.000 common.py:472(is_period_dtype)
        1    0.000    0.000    0.000    0.000 common.py:49(<setcomp>)
        1    0.000    0.000    0.000    0.000 common.py:494(_MMapWrapper)
      364    0.000    0.000    0.003    0.000 common.py:506(is_interval_dtype)
      828    0.001    0.000    0.008    0.000 common.py:542(is_categorical_dtype)
      104    0.000    0.000    0.001    0.000 common.py:575(is_string_dtype)
       21    0.000    0.000    0.000    0.000 common.py:58(_expand_user)
      104    0.000    0.000    0.000    0.000 common.py:605(condition)
       12    0.000    0.000    0.000    0.000 common.py:608(is_excluded_dtype)
       36    0.000    0.000    0.000    0.000 common.py:613(<genexpr>)
      186    0.000    0.000    0.002    0.000 common.py:685(is_dtype_equal)
      448    0.001    0.000    0.003    0.000 common.py:775(is_integer_dtype)
        3    0.000    0.000    0.000    0.000 common.py:78(validate_header_arg)
       82    0.000    0.000    0.000    0.000 common.py:830(is_signed_integer_dtype)
       15    0.000    0.000    0.000    0.000 common.py:88(stringify_path)
       82    0.000    0.000    0.000    0.000 common.py:887(is_unsigned_integer_dtype)
      247    0.000    0.000    0.003    0.000 common.py:987(is_datetime64_any_dtype)
       24    0.000    0.000    0.001    0.000 common.py:99(is_bool_indexer)
        2    0.000    0.000    0.001    0.000 concat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 concat.py:114(JoinUnit)
        1    0.000    0.000    0.000    0.000 concat.py:2(<module>)
        1    0.000    0.000    0.000    0.000 concat.py:287(_Concatenator)
        1    0.000    0.000    0.007    0.007 config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:101(_get_option)
        1    0.000    0.000    0.000    0.000 config.py:179(DictWrapper)
        1    0.000    0.000    0.000    0.000 config.py:182(__init__)
        1    0.000    0.000    0.000    0.000 config.py:225(CallableDynamicDoc)
        4    0.000    0.000    0.000    0.000 config.py:226(__init__)
        1    0.000    0.000    0.000    0.000 config.py:230(__call__)
        1    0.000    0.000    0.000    0.000 config.py:380(option_context)
       54    0.001    0.000    0.006    0.000 config.py:413(register_option)
        1    0.000    0.000    0.000    0.000 config.py:482(deprecate_option)
        1    0.000    0.000    0.000    0.000 config.py:533(_select_options)
        1    0.000    0.000    0.000    0.000 config.py:551(_get_root)
        2    0.000    0.000    0.000    0.000 config.py:566(_get_deprecated_option)
        1    0.000    0.000    0.000    0.000 config.py:594(_translate_key)
        1    0.000    0.000    0.000    0.000 config.py:607(_warn_if_deprecated)
       38    0.000    0.000    0.000    0.000 config.py:699(config_prefix)
       57    0.000    0.000    0.000    0.000 config.py:729(wrap)
        1    0.000    0.000    0.000    0.000 config.py:73(OptionError)
       54    0.000    0.000    0.006    0.000 config.py:730(inner)
        4    0.000    0.000    0.000    0.000 config.py:752(is_type_factory)
       21    0.000    0.000    0.000    0.000 config.py:766(inner)
        5    0.000    0.000    0.000    0.000 config.py:773(is_instance_factory)
        7    0.000    0.000    0.000    0.000 config.py:793(inner)
        8    0.000    0.000    0.000    0.000 config.py:800(is_one_of_factory)
        8    0.000    0.000    0.000    0.000 config.py:802(<listcomp>)
        8    0.000    0.000    0.000    0.000 config.py:803(<listcomp>)
        8    0.000    0.000    0.000    0.000 config.py:805(inner)
        3    0.000    0.000    0.000    0.000 config.py:819(is_nonnegative_int)
        1    0.000    0.000    0.000    0.000 config.py:83(_get_single_key)
        1    0.000    0.000    0.002    0.002 config_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config_init.py:305(is_terminal)
        1    0.000    0.000    0.000    0.000 config_init.py:612(register_plotting_backend_cb)
        1    0.000    0.000    0.000    0.000 console.py:1(<module>)
        2    0.000    0.000    0.001    0.000 construction.py:1(<module>)
        6    0.000    0.000    0.197    0.033 construction.py:213(init_dict)
       20    0.000    0.000    0.000    0.000 construction.py:245(<genexpr>)
        3    0.000    0.000    0.000    0.000 construction.py:248(<listcomp>)
        3    0.000    0.000    0.000    0.000 construction.py:251(<listcomp>)
        6    0.000    0.000    0.086    0.014 construction.py:300(_homogenize)
        3    0.000    0.000    0.009    0.003 construction.py:331(extract_index)
       85    0.000    0.000    0.001    0.000 construction.py:337(extract_array)
       61    0.001    0.000    0.089    0.001 construction.py:388(sanitize_array)
       58    0.000    0.000    0.004    0.000 construction.py:506(_try_cast)
        6    0.000    0.000    0.185    0.031 construction.py:56(arrays_to_mgr)
       64    0.000    0.000    0.001    0.000 construction.py:570(is_empty_data)
        6    0.000    0.000    0.007    0.001 construction.py:590(create_series_with_explicit_dtype)
       19    0.000    0.000    0.000    0.000 contextlib.py:108(__enter__)
       19    0.000    0.000    0.000    0.000 contextlib.py:117(__exit__)
       17    0.000    0.000    0.000    0.000 contextlib.py:211(contextmanager)
       19    0.000    0.000    0.000    0.000 contextlib.py:238(helper)
        1    0.000    0.000    0.000    0.000 contextlib.py:59(_recreate_cm)
        1    0.000    0.000    0.000    0.000 contextlib.py:71(__call__)
        1    0.000    0.000    0.001    0.001 contextlib.py:72(inner)
       19    0.000    0.000    0.000    0.000 contextlib.py:82(__init__)
        1    0.000    0.000    0.002    0.002 copy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 copy.py:55(Error)
        1    0.000    0.000    0.000    0.000 copy.py:66(copy)
        1    0.000    0.000    0.000    0.000 copyreg.py:1(<module>)
        3    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        3    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.004    0.004 core.py:1(<module>)
       18    0.000    0.000    0.000    0.000 core.py:1003(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1131(_DomainedBinaryOperation)
        6    0.000    0.000    0.000    0.000 core.py:1152(__init__)
        4    0.000    0.000    0.000    0.000 core.py:122(doc_note)
        1    0.000    0.000    0.000    0.000 core.py:1289(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 core.py:1321(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 core.py:1335(make_mask_descr)
        3    0.000    0.000    0.000    0.000 core.py:1368(getmask)
       44    0.000    0.000    0.001    0.000 core.py:145(get_object_signature)
        1    0.000    0.000    0.000    0.000 core.py:162(MAError)
        1    0.000    0.000    0.000    0.000 core.py:170(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:202(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:204(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:2389(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2395(__init__)
        7    0.000    0.000    0.000    0.000 core.py:2562(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:2607(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:2717(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:2782(__new__)
        2    0.000    0.000    0.000    0.000 core.py:2912(_update_from)
        2    0.000    0.000    0.000    0.000 core.py:2938(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:3087(view)
        4    0.000    0.000    0.000    0.000 core.py:3363(dtype)
        2    0.000    0.000    0.000    0.000 core.py:3379(shape)
        1    0.000    0.000    0.000    0.000 core.py:6152(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:6348(MaskedConstant)
        4    0.000    0.000    0.000    0.000 core.py:6352(__has_singleton)
        1    0.000    0.000    0.000    0.000 core.py:6358(__new__)
        1    0.000    0.000    0.000    0.000 core.py:6376(__array_finalize__)
        2    0.000    0.000    0.000    0.000 core.py:6440(__setattr__)
        1    0.000    0.000    0.000    0.000 core.py:6532(_extrema_operation)
        2    0.000    0.000    0.000    0.000 core.py:6541(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6649(_frommethod)
       26    0.000    0.000    0.001    0.000 core.py:6660(__init__)
       26    0.000    0.000    0.001    0.000 core.py:6665(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:7983(_convert2ma)
        8    0.000    0.000    0.000    0.000 core.py:7996(__init__)
        8    0.000    0.000    0.000    0.000 core.py:8001(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:803(_DomainCheckInterval)
        3    0.000    0.000    0.000    0.000 core.py:812(__init__)
        1    0.000    0.000    0.000    0.000 core.py:828(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:836(__init__)
        1    0.000    0.000    0.000    0.000 core.py:846(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:852(__init__)
        1    0.000    0.000    0.000    0.000 core.py:867(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:873(__init__)
        1    0.000    0.000    0.000    0.000 core.py:883(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:889(__init__)
        1    0.000    0.000    0.000    0.000 core.py:899(_MaskedUFunc)
       52    0.001    0.000    0.001    0.000 core.py:900(__init__)
        1    0.000    0.000    0.000    0.000 core.py:909(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:91(MaskedArrayFutureWarning)
       26    0.000    0.000    0.001    0.000 core.py:927(__init__)
        1    0.000    0.000    0.000    0.000 core.py:983(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 csv.py:130(DictWriter)
        1    0.000    0.000    0.000    0.000 csv.py:165(Sniffer)
        1    0.000    0.000    0.001    0.001 csv.py:2(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:23(Dialect)
        1    0.000    0.000    0.000    0.000 csv.py:54(excel)
        1    0.000    0.000    0.000    0.000 csv.py:64(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
        1    0.000    0.000    0.001    0.001 csvs.py:1(<module>)
        9    0.000    0.000    0.000    0.000 csvs.py:135(<genexpr>)
        3    0.000    0.000    0.403    0.134 csvs.py:157(save)
        3    0.000    0.000    0.000    0.000 csvs.py:230(_save_header)
        3    0.000    0.000    0.297    0.099 csvs.py:310(_save)
        3    0.000    0.000    0.296    0.099 csvs.py:327(_save_chunk)
        1    0.000    0.000    0.001    0.001 csvs.py:33(CSVFormatter)
        3    0.000    0.000    0.001    0.000 csvs.py:34(__init__)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:179(_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:200(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:359(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:370(<dictcomp>)
        1    0.000    0.000    0.000    0.000 date_converters.py:1(<module>)
        1    0.000    0.000    0.005    0.005 dates.py:1(<module>)
        1    0.000    0.000    0.007    0.007 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1141(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:1211(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1236(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1558(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1566(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2179(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:2199(_create)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:411(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:424(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:441(_check_tzinfo_arg)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        1    0.000    0.000    0.000    0.000 datetime.py:469(timedelta)
       12    0.000    0.000    0.000    0.000 datetime.py:488(__new__)
        2    0.000    0.000    0.000    0.000 datetime.py:661(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:789(date)
        2    0.000    0.000    0.000    0.000 datetime.py:819(__new__)
        2    0.000    0.000    0.025    0.012 datetimelike.py:1(<module>)
       63    0.000    0.000    0.000    0.000 datetimelike.py:102(is_all_dates)
       12    0.000    0.000    0.000    0.000 datetimelike.py:109(values)
        1    0.000    0.000    0.000    0.000 datetimelike.py:128(AttributesMixin)
       14    0.000    0.000    0.002    0.000 datetimelike.py:155(__contains__)
        3    0.000    0.000    0.000    0.000 datetimelike.py:1596(validate_periods)
        3    0.000    0.000    0.000    0.000 datetimelike.py:1622(validate_endpoints)
       59    0.000    0.000    0.000    0.000 datetimelike.py:1655(validate_inferred_freq)
       59    0.000    0.000    0.000    0.000 datetimelike.py:1690(maybe_infer_freq)
       12    0.003    0.000    0.083    0.007 datetimelike.py:197(take)
        1    0.000    0.000    0.000    0.000 datetimelike.py:212(DatelikeOps)
        3    0.000    0.000    0.010    0.003 datetimelike.py:228(min)
        1    0.000    0.000    0.001    0.001 datetimelike.py:260(TimelikeOps)
        3    0.000    0.000    0.000    0.000 datetimelike.py:285(max)
        6    0.000    0.000    0.000    0.000 datetimelike.py:367(_convert_scalar_indexer)
        1    0.000    0.000    0.001    0.001 datetimelike.py:397(DatetimeLikeArrayMixin)
        3    0.000    0.000    0.000    0.000 datetimelike.py:409(ndim)
       45    0.000    0.000    0.000    0.000 datetimelike.py:443(asi8)
       18    0.000    0.000    0.000    0.000 datetimelike.py:456(_ndarray_values)
       17    0.000    0.000    0.000    0.000 datetimelike.py:484(__array__)
      285    0.000    0.000    0.000    0.000 datetimelike.py:495(__len__)
      130    0.001    0.000    0.003    0.000 datetimelike.py:498(__getitem__)
        4    0.000    0.000    0.000    0.000 datetimelike.py:52(_join_i8_wrapper)
        6    0.000    0.000    0.000    0.000 datetimelike.py:53(_datetimelike_array_cmp)
        1    0.000    0.000    0.000    0.000 datetimelike.py:564(DatetimeTimedeltaMixin)
       17    0.000    0.000    0.001    0.000 datetimelike.py:616(astype)
       12    0.000    0.000    0.036    0.003 datetimelike.py:695(take)
       14    0.001    0.000    0.007    0.000 datetimelike.py:706(_can_fast_union)
        3    0.000    0.000    0.007    0.002 datetimelike.py:714(copy)
       14    0.000    0.000    0.002    0.000 datetimelike.py:738(_fast_union)
        1    0.000    0.000    0.001    0.001 datetimelike.py:78(DatetimeIndexOpsMixin)
       14    0.000    0.000    0.000    0.000 datetimelike.py:824(_maybe_utc_convert)
        1    0.000    0.000    0.000    0.000 datetimelike.py:872(DatetimelikeDelegateMixin)
        3    0.002    0.001    0.002    0.001 datetimelike.py:879(_isnan)
        3    0.000    0.000    0.002    0.001 datetimelike.py:886(_hasnans)
       96    0.000    0.000    0.000    0.000 datetimelike.py:895(_delegate_property_get)
        3    0.000    0.000    0.062    0.021 datetimelike.py:904(_delegate_method)
      413    0.000    0.000    0.000    0.000 datetimelike.py:969(freq)
        3    0.000    0.000    0.039    0.013 datetimes.py:1(<module>)
        3    0.000    0.000    0.002    0.001 datetimes.py:1021(date_range)
        1    0.000    0.000    0.000    0.000 datetimes.py:113(DatetimeArray)
        3    0.000    0.000    0.005    0.002 datetimes.py:122(_maybe_cache)
        3    0.000    0.000    0.001    0.000 datetimes.py:157(_box_as_indexlike)
       59    0.001    0.000    0.007    0.000 datetimes.py:1678(sequence_to_dt64ns)
        3    0.000    0.000    1.803    0.601 datetimes.py:1806(objects_to_datetime64ns)
       62    0.000    0.000    0.003    0.000 datetimes.py:1889(maybe_convert_dtype)
      133    0.001    0.000    0.001    0.000 datetimes.py:1976(_validate_dt64_dtype)
      118    0.000    0.000    0.000    0.000 datetimes.py:2018(validate_tz_from_dtype)
        3    0.000    0.000    0.000    0.000 datetimes.py:2065(_infer_tz_from_endpoints)
        3    0.000    0.000    0.000    0.000 datetimes.py:2106(_maybe_normalize_endpoints)
       74    0.001    0.000    0.003    0.000 datetimes.py:211(__init__)
       59    0.001    0.000    0.014    0.000 datetimes.py:220(__new__)
        3    0.000    0.000    1.804    0.601 datetimes.py:246(_convert_listlike_datetimes)
       62    0.001    0.000    0.004    0.000 datetimes.py:259(_simple_new)
      145    0.001    0.000    0.001    0.000 datetimes.py:286(_simple_new)
       59    0.000    0.000    0.008    0.000 datetimes.py:298(_from_sequence)
        3    0.000    0.000    0.001    0.000 datetimes.py:339(_generate_range)
